movie_id	title	year	imdb_id
72	Kicking and Screaming	1995	tt0113537
74	Bed of Roses	1996	tt0115644
76	Screamers	1995	tt0114367
77	Nico Icon	1995	tt0113973
78	Crossing Guard, The	1995	tt0112744
79	Juror, The	1996	tt0116731
80	White Balloon, The (Badkonake sefid)	1995	tt0112445
81	Things to Do in Denver When You're Dead	1995	tt0114660
82	Antonia's Line (Antonia)	1995	tt0112379
83	Once Upon a Time... When We Were Colored	1995	tt0114039
84	Last Summer in the Hamptons	1995	tt0113612
85	Angels and Insects	1995	tt0112365
86	White Squall	1996	tt0118158
87	Dunston Checks In	1996	tt0116151
88	Black Sheep	1996	tt0115697
89	Nick of Time	1995	tt0113972
92	Mary Reilly	1996	tt0117002
93	Vampire in Brooklyn	1995	tt0114825
94	Beautiful Girls	1996	tt0115639
95	Broken Arrow	1996	tt0115759
96	In the Bleak Midwinter	1995	tt0113403
97	Hate (Haine, La)	1995	tt0113247
98	Shopping	1994	tt0111173
99	Heidi Fleiss: Hollywood Madam	1995	tt0113283
100	City Hall	1996	tt0115907
101	Bottle Rocket	1996	tt0115734
102	Mr. Wrong	1996	tt0117102
103	Unforgettable	1996	tt0118040
104	Happy Gilmore	1996	tt0116483
105	Bridges of Madison County, The	1995	tt0112579
107	Muppet Treasure Island	1996	tt0117110
108	Catwalk	1996	tt0112646
110	Braveheart	1995	tt0112573
111	Taxi Driver	1976	tt0075314
112	Rumble in the Bronx (Hont faan kui)	1995	tt0113326
113	Before and After	1996	tt0115645
114	Margaret's Museum	1995	tt0113774
116	Anne Frank Remembered	1995	tt0112373
117	Young Poisoner's Handbook, The	1995	tt0115033
118	If Lucy Fell	1996	tt0116606
119	Steal Big, Steal Little	1995	tt0114536
121	Boys of St. Vincent, The	1992	tt0106473
122	Boomerang	1992	tt0103859
123	Chungking Express (Chung Hing sam lam)	1994	tt0109424
124	Star Maker, The (Uomo delle stelle, L')	1995	tt0114808
125	Flirting With Disaster	1996	tt0116324
126	NeverEnding Story III, The	1994	tt0110647
129	Pie in the Sky	1996	tt0114131
130	Angela	1995	tt0112364
131	Frankie Starlight	1995	tt0113107
132	Jade	1995	tt0113451
135	Down Periscope	1996	tt0116130
137	Man of the Year	1995	tt0113756
140	Up Close and Personal	1996	tt0118055
141	Birdcage, The	1996	tt0115685
144	Brothers McMullen, The	1995	tt0112585
145	Bad Boys	1995	tt0112442
146	Amazing Panda Adventure, The	1995	tt0112342
147	Basketball Diaries, The	1995	tt0112461
148	Awfully Big Adventure, An	1995	tt0112427
149	Amateur	1994	tt0109093
150	Apollo 13	1995	tt0112384
151	Rob Roy	1995	tt0114287
152	Addiction, The	1995	tt0112288
153	Batman Forever	1995	tt0112462
154	Beauty of the Day (Belle de jour)	1967	tt0061395
155	Beyond Rangoon	1995	tt0112495
156	Blue in the Face	1995	tt0112541
157	Canadian Bacon	1995	tt0109370
158	Casper	1995	tt0112642
159	Clockers	1995	tt0112688
160	Congo	1995	tt0112715
161	Crimson Tide	1995	tt0112740
162	Crumb	1994	tt0109508
163	Desperado	1995	tt0112851
164	Devil in a Blue Dress	1995	tt0112857
165	Die Hard: With a Vengeance	1995	tt0112864
166	Doom Generation, The	1995	tt0112887
167	Feast of July	1995	tt0113044
168	First Knight	1995	tt0113071
169	Free Willy 2: The Adventure Home	1995	tt0113114
170	Hackers	1995	tt0113243
171	Jeffrey	1995	tt0113464
172	Johnny Mnemonic	1995	tt0113481
173	Judge Dredd	1995	tt0113492
174	Jury Duty	1995	tt0113500
175	Kids	1995	tt0113540
176	Living in Oblivion	1995	tt0113677
177	Lord of Illusions	1995	tt0113690
178	Love & Human Remains	1993	tt0107447
179	Mad Love	1995	tt0113729
180	Mallrats	1995	tt0113749
181	Mighty Morphin Power Rangers: The Movie	1995	tt0113820
183	Mute Witness	1994	tt0110604
184	Nadja	1994	tt0110620
185	Net, The	1995	tt0113957
186	Nine Months	1995	tt0113986
187	Party Girl	1995	tt0114095
188	Prophecy, The	1995	tt0114194
189	Reckless	1995	tt0114241
190	Safe	1995	tt0114323
191	Scarlet Letter, The	1995	tt0114345
193	Showgirls	1995	tt0114436
194	Smoke	1995	tt0114478
195	Something to Talk About	1995	tt0114496
196	Species	1995	tt0114508
198	Strange Days	1995	tt0114558
199	Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)	1964	tt0058450
200	Tie That Binds, The	1995	tt0114666
201	Three Wishes	1995	tt0114663
202	Total Eclipse	1995	tt0114702
203	To Wong Foo, Thanks for Everything! Julie Newmar	1995	tt0114682
204	Under Siege 2: Dark Territory	1995	tt0114781
205	Unstrung Heroes	1995	tt0114798
206	Unzipped	1995	tt0114805
207	Walk in the Clouds, A	1995	tt0114887
208	Waterworld	1995	tt0114898
209	White Man's Burden	1995	tt0114928
211	Browning Version, The	1994	tt0109340
213	Burnt by the Sun (Utomlyonnye solntsem)	1994	tt0111579
214	Before the Rain (Pred dozhdot)	1994	tt0110882
215	Before Sunrise	1995	tt0112471
216	Billy Madison	1995	tt0112508
217	Babysitter, The	1995	tt0112438
218	Boys on the Side	1995	tt0112571
219	Cure, The	1995	tt0112757
220	Castle Freak	1995	tt0112643
222	Circle of Friends	1995	tt0112679
223	Clerks	1994	tt0109445
224	Don Juan DeMarco	1995	tt0112883
225	Disclosure	1994	tt0109635
227	Drop Zone	1994	tt0109676
228	Destiny Turns on the Radio	1995	tt0112854
229	Death and the Maiden	1994	tt0109579
230	Dolores Claiborne	1995	tt0109642
231	Dumb & Dumber (Dumb and Dumber)	1994	tt0109686
232	Eat Drink Man Woman (Yin shi nan nu)	1994	tt0111797
233	Exotica	1994	tt0109759
234	Exit to Eden	1994	tt0109758
235	Ed Wood	1994	tt0109707
236	French Kiss	1995	tt0113117
237	Forget Paris	1995	tt0113097
238	Far From Home: The Adventures of Yellow Dog	1995	tt0113028
239	Goofy Movie, A	1995	tt0113198
240	Hideaway	1995	tt0113303
241	Fluke	1995	tt0113089
242	Farinelli: il castrato	1994	tt0109771
243	Gordy	1995	tt0113199
244	Gumby: The Movie	1995	tt0113234
245	The Glass Shield	1994	tt0109906
246	Hoop Dreams	1994	tt0110057
247	Heavenly Creatures	1994	tt0110005
248	Houseguest	1994	tt0110066
249	Immortal Beloved	1994	tt0110116
250	Heavyweights (Heavy Weights)	1995	tt0110006
251	Hunted, The	1995	tt0113360
252	I.Q.	1994	tt0110099
253	Interview with the Vampire: The Vampire Chronicles	1994	tt0110148
254	Jefferson in Paris	1995	tt0113463
255	Jerky Boys, The	1995	tt0110189
256	Junior	1994	tt0110216
257	Just Cause	1995	tt0113501
258	Kid in King Arthur's Court, A	1995	tt0113538
259	Kiss of Death	1995	tt0113552
260	Star Wars: Episode IV - A New Hope	1977	tt0076759
261	Little Women	1994	tt0110367
262	Little Princess, A	1995	tt0113670
263	Ladybird Ladybird	1994	tt0110296
264	Enfer, L'	1994	tt0109731
265	Like Water for Chocolate (Como agua para chocolate)	1992	tt0103994
266	Legends of the Fall	1994	tt0110322
267	Major Payne	1995	tt0110443
268	Little Odessa	1994	tt0110365
269	My Crazy Life (Mi vida loca)	1993	tt0107566
270	Love Affair	1994	tt0110391
271	Losing Isaiah	1995	tt0113691
272	Madness of King George, The	1994	tt0110428
273	Mary Shelley's Frankenstein (Frankenstein)	1994	tt0109836
274	Man of the House	1995	tt0113755
275	Mixed Nuts	1994	tt0110538
276	Milk Money	1994	tt0110516
277	Miracle on 34th Street	1994	tt0110527
278	Miami Rhapsody	1995	tt0113808
279	My Family	1995	tt0113896
280	Murder in the First	1995	tt0113870
281	Nobody's Fool	1994	tt0110684
282	Nell	1994	tt0110638
283	New Jersey Drive	1995	tt0113967
285	Beyond Bedlam	1993	tt0106402
287	Nina Takes a Lover	1994	tt0110671
288	Natural Born Killers	1994	tt0110632
289	Only You	1994	tt0110737
290	Once Were Warriors	1994	tt0110729
291	Poison Ivy II	1996	tt0114151
292	Outbreak	1995	tt0114069
294	Perez Family, The	1995	tt0114113
295	Pyromaniac's Love Story, A	1995	tt0114210
296	Pulp Fiction	1994	tt0110912
299	Priest	1994	tt0110889
300	Quiz Show	1994	tt0110932
301	Picture Bride (Bijo photo)	1994	tt0114129
302	Queen Margot (Reine Margot, La)	1994	tt0110963
303	Quick and the Dead, The	1995	tt0114214
304	Roommates	1995	tt0114296
305	Ready to Wear (Pret-A-Porter)	1994	tt0110907
306	Three Colors: Red (Trois couleurs: Rouge)	1994	tt0111495
307	Three Colors: Blue (Trois couleurs: Bleu)	1993	tt0108394
308	Three Colors: White (Trzy kolory: Bialy)	1994	tt0111507
309	Red Firecracker, Green Firecracker (Pao Da Shuang Deng)	1994	tt0110769
312	Stuart Saves His Family	1995	tt0114571
313	Swan Princess, The	1994	tt0111333
314	Secret of Roan Inish, The	1994	tt0111112
315	Specialist, The	1994	tt0111255
316	Stargate	1994	tt0111282
317	Santa Clause, The	1994	tt0111070
318	Shawshank Redemption, The	1994	tt0111161
319	Shallow Grave	1994	tt0111149
320	Suture	1993	tt0108260
321	Strawberry and Chocolate (Fresa y chocolate)	1993	tt0106966
322	Swimming with Sharks	1995	tt0114594
324	Sum of Us, The	1994	tt0111309
325	National Lampoon's Senior Trip	1995	tt0113936
326	To Live (Huozhe)	1994	tt0110081
327	Tank Girl	1995	tt0114614
328	Tales from the Crypt Presents: Demon Knight	1995	tt0114608
329	Star Trek: Generations	1994	tt0111280
330	Tales from the Hood	1995	tt0114609
331	Tom & Viv	1994	tt0111454
332	Village of the Damned	1995	tt0114852
333	Tommy Boy	1995	tt0114694
334	Vanya on 42nd Street	1994	tt0111590
335	Underneath	1995	tt0114788
336	Walking Dead, The	1995	tt0114888
337	What's Eating Gilbert Grape	1993	tt0108550
338	Virtuosity	1995	tt0114857
339	While You Were Sleeping	1995	tt0114924
340	War, The	1994	tt0111667
341	Double Happiness	1994	tt0109655
342	Muriel's Wedding	1994	tt0110598
343	Baby-Sitters Club, The	1995	tt0112435
344	Ace Ventura: Pet Detective	1994	tt0109040
345	Adventures of Priscilla, Queen of the Desert, The	1994	tt0109045
346	Backbeat	1993	tt0106339
347	Bitter Moon	1992	tt0104779
348	Bullets Over Broadway	1994	tt0109348
349	Clear and Present Danger	1994	tt0109444
350	Client, The	1994	tt0109446
351	Corrina, Corrina	1994	tt0109484
352	Crooklyn	1994	tt0109504
353	Crow, The	1994	tt0109506
354	Cobb	1994	tt0109450
355	Flintstones, The	1994	tt0109813
356	Forrest Gump	1994	tt0109830
357	Four Weddings and a Funeral	1994	tt0109831
358	Higher Learning	1995	tt0113305
360	I Love Trouble	1994	tt0110093
361	It Could Happen to You	1994	tt0110167
362	Jungle Book, The	1994	tt0110213
363	Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die)	1993	tt0107472
364	Lion King, The	1994	tt0110357
365	Little Buddha	1993	tt0107426
366	Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)	1994	tt0111686
367	Mask, The	1994	tt0110475
368	Maverick	1994	tt0110478
369	Mrs. Parker and the Vicious Circle	1994	tt0110588
370	Naked Gun 33 1/3: The Final Insult	1994	tt0110622
371	Paper, The	1994	tt0110771
372	Reality Bites	1994	tt0110950
373	Red Rock West	1992	tt0105226
374	Richie Rich	1994	tt0110989
375	Safe Passage	1994	tt0111054
376	River Wild, The	1994	tt0110997
377	Speed	1994	tt0111257
378	Speechless	1994	tt0111256
379	Timecop	1994	tt0111438
380	True Lies	1994	tt0111503
381	When a Man Loves a Woman	1994	tt0111693
382	Wolf	1994	tt0111742
383	Wyatt Earp	1994	tt0111756
384	Bad Company	1995	tt0112443
387	Low Down Dirty Shame, A	1994	tt0110399
388	Boys Life	1995	tt0112570
389	Colonel Chabert, Le	1994	tt0109454
390	Faster Pussycat! Kill! Kill!	1965	tt0059170
391	Jason's Lyric	1994	tt0110186
392	Secret Adventures of Tom Thumb, The	1993	tt0108069
393	Street Fighter	1994	tt0111301
401	Mirage	1995	tt0113827
405	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension)	1994	tt0110027
407	In the Mouth of Madness	1995	tt0113409
408	8 Seconds	1994	tt0109021
409	Above the Rim	1994	tt0109035
410	Addams Family Values	1993	tt0106220
412	Age of Innocence, The	1993	tt0106226
413	Airheads	1994	tt0109068
414	Air Up There, The	1994	tt0109067
415	Another Stakeout	1993	tt0106292
416	Bad Girls	1994	tt0109198
417	Barcelona	1994	tt0109219
418	Being Human	1993	tt0106379
419	Beverly Hillbillies, The	1993	tt0106400
420	Beverly Hills Cop III	1994	tt0109254
421	Black Beauty	1994	tt0109279
422	Blink	1994	tt0109297
423	Blown Away	1994	tt0109303
424	Blue Chips	1994	tt0109305
425	Blue Sky	1994	tt0109306
426	Body Snatchers	1993	tt0106452
427	Boxing Helena	1993	tt0106471
428	Bronx Tale, A	1993	tt0106489
429	Cabin Boy	1994	tt0109361
431	Carlito's Way	1993	tt0106519
432	City Slickers II: The Legend of Curly's Gold	1994	tt0109439
433	Clean Slate	1994	tt0109443
434	Cliffhanger	1993	tt0106582
435	Coneheads	1993	tt0106598
436	Color of Night	1994	tt0109456
437	Cops and Robbersons	1994	tt0109480
438	Cowboy Way, The	1994	tt0109493
439	Dangerous Game	1993	tt0106660
440	Dave	1993	tt0106673
441	Dazed and Confused	1993	tt0106677
442	Demolition Man	1993	tt0106697
443	Endless Summer 2, The	1994	tt0109729
444	Even Cowgirls Get the Blues	1993	tt0106834
445	Fatal Instinct	1993	tt0106873
446	Farewell My Concubine (Ba wang bie ji)	1993	tt0106332
447	Favor, The	1994	tt0109783
448	Fearless	1993	tt0106881
449	Fear of a Black Hat	1994	tt0106880
450	With Honors	1994	tt0111732
451	Flesh and Bone	1993	tt0106926
452	Widows' Peak	1994	tt0111712
453	For Love or Money	1993	tt0106941
454	Firm, The	1993	tt0106918
455	Free Willy	1993	tt0106965
456	Fresh	1994	tt0109842
457	Fugitive, The	1993	tt0106977
458	Geronimo: An American Legend	1993	tt0107004
459	Getaway, The	1994	tt0109890
460	Getting Even with Dad	1994	tt0109891
461	Go Fish	1994	tt0109913
463	Guilty as Sin	1993	tt0107057
464	Hard Target	1993	tt0107076
465	Heaven & Earth	1993	tt0107096
466	Hot Shots! Part Deux	1993	tt0107144
467	Live Nude Girls	1995	tt0113674
468	Englishman Who Went Up a Hill But Came Down a Mountain, The	1995	tt0112966
469	House of the Spirits, The	1993	tt0107151
470	House Party 3	1994	tt0110064
471	Hudsucker Proxy, The	1994	tt0110074
472	I'll Do Anything	1994	tt0110097
473	In the Army Now	1994	tt0110123
474	In the Line of Fire	1993	tt0107206
475	In the Name of the Father	1993	tt0107207
476	Inkwell, The	1994	tt0110137
477	What's Love Got to Do with It?	1993	tt0108551
479	Judgment Night	1993	tt0107286
480	Jurassic Park	1993	tt0107290
481	Kalifornia	1993	tt0107302
482	Killing Zoe	1994	tt0110265
483	King of the Hill	1993	tt0107322
484	Lassie	1994	tt0110305
485	Last Action Hero	1993	tt0107362
486	Life with Mikey	1993	tt0107413
487	Lightning Jack	1994	tt0110353
488	M. Butterfly	1993	tt0107468
489	Made in America	1993	tt0107478
490	Malice	1993	tt0107497
491	Man Without a Face, The	1993	tt0107501
492	Manhattan Murder Mystery	1993	tt0107507
493	Menace II Society	1993	tt0107554
494	Executive Decision	1996	tt0116253
495	In the Realm of the Senses (Ai no corrida)	1976	tt0074102
496	What Happened Was...	1994	tt0111689
497	Much Ado About Nothing	1993	tt0107616
498	Mr. Jones	1993	tt0107611
499	Mr. Wonderful	1993	tt0107613
500	Mrs. Doubtfire	1993	tt0107614
501	Naked	1993	tt0107653
502	Next Karate Kid, The	1994	tt0110657
504	No Escape	1994	tt0110678
505	North	1994	tt0110687
506	Orlando	1992	tt0107756
507	Perfect World, A	1993	tt0107808
508	Philadelphia	1993	tt0107818
509	Piano, The	1993	tt0107822
510	Poetic Justice	1993	tt0107840
511	Program, The	1993	tt0107889
512	Puppet Masters, The	1994	tt0111003
513	Radioland Murders	1994	tt0110939
514	Ref, The	1994	tt0110955
515	Remains of the Day, The	1993	tt0107943
516	Renaissance Man	1994	tt0110971
517	Rising Sun	1993	tt0107969
518	Road to Wellville, The	1994	tt0111001
519	RoboCop 3	1993	tt0107978
520	Robin Hood: Men in Tights	1993	tt0107977
521	Romeo Is Bleeding	1993	tt0107983
522	Romper Stomper	1992	tt0105275
523	Ruby in Paradise	1993	tt0108000
524	Rudy	1993	tt0108002
526	Savage Nights (Nuits fauves, Les)	1992	tt0105032
527	Schindler's List	1993	tt0108052
528	Scout, The	1994	tt0111094
529	Searching for Bobby Fischer	1993	tt0108065
531	Secret Garden, The	1993	tt0108071
532	Serial Mom	1994	tt0111127
533	Shadow, The	1994	tt0111143
534	Shadowlands	1993	tt0108101
535	Short Cuts	1993	tt0108122
536	Simple Twist of Fate, A	1994	tt0111194
537	Sirens	1994	tt0111201
538	Six Degrees of Separation	1993	tt0108149
539	Sleepless in Seattle	1993	tt0108160
540	Sliver	1993	tt0108162
541	Blade Runner	1982	tt0083658
542	Son in Law	1993	tt0108186
543	So I Married an Axe Murderer	1993	tt0108174
544	Striking Distance	1993	tt0108238
546	Super Mario Bros.	1993	tt0108255
547	Surviving the Game	1994	tt0111323
548	Terminal Velocity	1994	tt0111400
549	Thirty-Two Short Films About Glenn Gould	1993	tt0108328
550	Threesome	1994	tt0111418
551	Nightmare Before Christmas, The	1993	tt0107688
552	Three Musketeers, The	1993	tt0108333
553	Tombstone	1993	tt0108358
554	Trial by Jury	1994	tt0111488
555	True Romance	1993	tt0108399
556	War Room, The	1993	tt0108515
558	Pagemaster, The	1994	tt0110763
559	Paris, France	1993	tt0107779
561	Killer (Bulletproof Heart)	1994	tt0110259
562	Welcome to the Dollhouse	1995	tt0114906
563	Germinal	1993	tt0107002
564	Chasers	1994	tt0109403
565	Cronos	1993	tt0104029
567	Kika	1993	tt0107315
568	Bhaji on the Beach	1993	tt0106408
569	Little Big League	1994	tt0110363
571	Wedding Gift, The	1994	tt0111709
573	Ciao, Professore! (Io speriamo che me la cavo)	1992	tt0107225
574	Spanking the Monkey	1994	tt0111252
575	Little Rascals, The	1994	tt0110366
577	Andre	1994	tt0109120
580	Princess Caraboo	1994	tt0110892
581	Celluloid Closet, The	1995	tt0112651
585	Brady Bunch Movie, The	1995	tt0112572
586	Home Alone	1990	tt0099785
587	Ghost	1990	tt0099653
588	Aladdin	1992	tt0103639
589	Terminator 2: Judgment Day	1991	tt0103064
590	Dances with Wolves	1990	tt0099348
592	Batman	1989	tt0096895
593	Silence of the Lambs, The	1991	tt0102926
594	Snow White and the Seven Dwarfs	1937	tt0029583
595	Beauty and the Beast	1991	tt0101414
596	Pinocchio	1940	tt0032910
597	Pretty Woman	1990	tt0100405
599	Wild Bunch, The	1969	tt0065214
600	Love and a .45	1994	tt0110395
603	Bye Bye, Love	1995	tt0112606
605	One Fine Day	1996	tt0117247
606	Candyman: Farewell to the Flesh	1995	tt0112625
608	Fargo	1996	tt0116282
609	Homeward Bound II: Lost in San Francisco	1996	tt0116552
610	Heavy Metal	1981	tt0082509
611	Hellraiser: Bloodline	1996	tt0116514
612	Pallbearer, The	1996	tt0117283
613	Jane Eyre	1996	tt0116684
614	Loaded	1994	tt0110374
615	Bread and Chocolate (Pane e cioccolata)	1973	tt0070506
616	Aristocats, The	1970	tt0065421
617	Flower of My Secret, The (La flor de mi secreto)	1995	tt0113083
619	Ed	1996	tt0116165
620	Scream of Stone (Cerro Torre: Schrei aus Stein)	1991	tt0102855
621	My Favorite Season	1993	tt0107471
626	Thin Line Between Love and Hate, A	1996	tt0117891
627	Last Supper, The	1995	tt0113613
628	Primal Fear	1996	tt0117381
630	Carried Away	1996	tt0115837
631	All Dogs Go to Heaven 2	1996	tt0115509
632	Land and Freedom (Tierra y libertad)	1995	tt0114671
633	Denise Calls Up	1995	tt0112844
635	Family Thing, A	1996	tt0116275
637	Sgt. Bilko	1996	tt0117608
638	Jack and Sarah	1995	tt0113448
639	Girl 6	1996	tt0116414
640	Diabolique	1996	tt0116095
647	Courage Under Fire	1996	tt0115956
648	Mission: Impossible	1996	tt0117060
650	Moll Flanders	1996	tt0117071
651	Superweib, Das	1996	tt0117788
653	Dragonheart	1996	tt0116136
656	Eddie	1996	tt0116168
659	Purple Noon (Plein soleil)	1960	tt0054189
661	James and the Giant Peach	1996	tt0116683
662	Fear	1996	tt0116287
663	Kids in the Hall: Brain Candy	1996	tt0116768
664	Faithful	1996	tt0116269
665	Underground	1995	tt0114787
667	Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite)	1996	tt0112536
668	Song of the Little Road (Pather Panchali)	1955	tt0048473
670	World of Apu, The (Apur Sansar)	1959	tt0052572
671	Mystery Science Theater 3000: The Movie	1996	tt0117128
673	Space Jam	1996	tt0117705
674	Barbarella	1968	tt0062711
678	Some Folks Call It a Sling Blade	1993	tt0108181
679	Run of the Country, The	1995	tt0114307
681	Coup de torchon (Clean Slate)	1981	tt0082206
685	It's My Party	1996	tt0113443
687	Country Life	1994	tt0109491
688	Operation Dumbo Drop	1995	tt0114048
690	Promise, The (Versprechen, Das)	1995	tt0111613
691	Mrs. Winterbourne	1996	tt0117104
692	Solo	1996	tt0117688
694	Substitute, The	1996	tt0117774
695	True Crime	1996	tt0114736
696	Butterfly Kiss	1995	tt0112604
697	Feeling Minnesota	1996	tt0116289
698	Delta of Venus	1995	tt0109593
700	Angus	1995	tt0112368
702	Faces	1968	tt0062952
703	Boys	1996	tt0115742
704	Quest, The	1996	tt0117420
705	Cosi	1996	tt0115951
707	Mulholland Falls	1996	tt0117107
708	Truth About Cats & Dogs, The	1996	tt0117979
709	Oliver & Company	1988	tt0095776
710	Celtic Pride	1996	tt0115851
711	Flipper	1996	tt0116322
714	Dead Man	1995	tt0112817
715	Horseman on the Roof, The (Hussard sur le toit, Le)	1995	tt0113362
718	Visitors, The (Visiteurs, Les)	1993	tt0108500
719	Multiplicity	1996	tt0117108
720	Wallace & Gromit: The Best of Aardman Animation	1996	tt0118114
721	Halfmoon (Paul Bowles - Halbmond)	1995	tt0114103
722	Haunted World of Edward D. Wood Jr., The	1996	tt0113270
724	Craft, The	1996	tt0115963
725	Great White Hype, The	1996	tt0116448
726	Last Dance	1996	tt0116827
728	Cold Comfort Farm	1995	tt0112701
731	Heaven's Prisoners	1996	tt0116508
733	Rock, The	1996	tt0117500
735	Cemetery Man (Dellamorte Dellamore)	1994	tt0109592
736	Twister	1996	tt0117998
737	Barb Wire	1996	tt0115624
742	Thinner	1996	tt0117894
743	Spy Hard	1996	tt0117723
745	Wallace & Gromit: A Close Shave	1995	tt0112691
746	Force of Evil	1948	tt0040366
747	Stupids, The	1996	tt0117768
748	Arrival, The	1996	tt0115571
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	tt0057012
753	Month by the Lake, A	1995	tt0113849
754	Gold Diggers: The Secret of Bear Mountain	1995	tt0113188
755	Kim	1950	tt0042644
756	Carmen Miranda: Bananas Is My Business	1994	tt0109381
757	Ashes of Time (Dung che sai duk)	1994	tt0109688
759	Maya Lin: A Strong Clear Vision	1994	tt0110480
760	Stalingrad	1993	tt0108211
761	Phantom, The	1996	tt0117331
762	Striptease	1996	tt0117765
764	Heavy	1995	tt0113280
765	Jack	1996	tt0116669
766	I Shot Andy Warhol	1996	tt0116594
767	Grass Harp, The	1995	tt0113211
769	Marlene Dietrich: Shadow and Light	1996	tt0116992
775	Spirits of the Dead	1968	tt0063715
778	Trainspotting	1996	tt0117951
779	'Til There Was You	1997	tt0118523
780	Independence Day (a.k.a. ID4)	1996	tt0116629
781	Stealing Beauty	1996	tt0117737
782	Fan, The	1996	tt0116277
783	Hunchback of Notre Dame, The	1996	tt0116583
784	Cable Guy, The	1996	tt0115798
785	Kingpin	1996	tt0116778
786	Eraser	1996	tt0116213
787	Gate of Heavenly Peace, The	1995	tt0113147
788	Nutty Professor, The	1996	tt0117218
793	My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud)	1993	tt0106810
798	Daylight	1996	tt0116040
799	Frighteners, The	1996	tt0116365
800	Lone Star	1996	tt0116905
801	Harriet the Spy	1996	tt0116493
802	Phenomenon	1996	tt0117333
803	Walking and Talking	1996	tt0118113
804	She's the One	1996	tt0117628
805	Time to Kill, A	1996	tt0117913
806	American Buffalo	1996	tt0115530
808	Alaska	1996	tt0115493
809	Fled	1996	tt0116320
810	Kazaam	1996	tt0116756
813	Larger Than Life	1996	tt0116823
816	Two Deaths	1995	tt0117999
818	Very Brady Sequel, A	1996	tt0118073
820	Death in the Garden (Mort en ce jardin, La)	1956	tt0049521
824	Kaspar Hauser	1993	tt0110246
828	Adventures of Pinocchio, The	1996	tt0115472
829	Joe's Apartment	1996	tt0116707
830	First Wives Club, The	1996	tt0116313
831	Stonewall	1995	tt0114550
832	Ransom	1996	tt0117438
833	High School High	1996	tt0116531
834	Phat Beach	1996	tt0117332
835	Foxfire	1996	tt0116353
836	Chain Reaction	1996	tt0115857
837	Matilda	1996	tt0117008
838	Emma	1996	tt0116191
